HighRetention,TreeSeg,kSeg,CommuteTime,HouseholdSize,TownSize,CardItemsMonthly,DebtToIncomeRatio,HHIncome,CarsOwned,TVWatchingHours,Region,TotalDebt,CardSpendMonth,CarValue,TechOwnership,NumAddOns
0,5,5,-0.5691653356638351,0.5737618547644686,-0.4820817614219109,-1.5267433049756294,0.17904356262514426,-0.42904781209859777,-0.09988734310321888,-1.286392481035303,-1.407691588340608,-0.2561187126083093,-1.0457300463897887,-0.5908208076251923,0.17844833246426267,1.9365019626645468
0,3,7,0.6217214793313762,-0.1452379632361186,1.622236704592684,-1.5267433049756294,1.3509582450315734,-0.7179737617601057,-0.09988734310321888,-0.3184523147182954,1.405722198689687,-0.33663562648129863,-1.2052760623381369,-0.9725816840007603,1.7010450258453438,1.1578521988267716
1,2,3,-0.2289119599509176,0.5737618547644686,0.9207972159211524,-0.3471988966041462,-0.008462786559884219,-0.3568163246832208,0.664946830734599,0.2623117850719091,-9.846948254604948e-4,-0.2531503471199042,-0.6268094269411817,-0.3617642817998516,-1.3441483609168186,-0.39944732884877854
0,5,4,2.1528616700395053,2.011761490765643,0.21935772724962074,2.01188992013882,-0.6647350087074844,-0.6276844024908844,0.664946830734599,1.2302519513889167,0.7023687519321132,-0.5407107538091518,0.013539495747567713,-0.875868928652283,0.9397466791548033,-0.39944732884877854
0,5,4,1.1321015429007526,1.2927616727650557,-0.4820817614219109,-0.642084998697017,-1.28975617265758,-0.5735107869293518,-0.8647215169410367,1.4238399846523182,-0.7043381415830342,-0.6333484934264622,-0.33729018448293996,-0.7791561733038058,0.17844833246426267,0.3792024349889966
0,2,3,-0.39903864780737636,-0.8642377812367058,0.9207972159211524,0.24257330758159537,-0.6803605378062368,0.943350448793565,-1.6295556907788546,0.2623117850719091,0.7023687519321132,0.05939380243008673,-0.4468810602610809,-7.407135880699069e-16,-1.3441483609168186,0.3792024349889966
0,1,2,1.1321015429007526,-0.8642377812367058,1.622236704592684,2.8965482264174325,-1.258505114460075,0.4016142931782376,-0.09988734310321888,-0.1248642814548939,-0.7043381415830342,-0.5007615016110326,1.9795989902795303,-0.015634420552669996,0.17844833246426267,-1.1780970926865537
0,2,6,0.9619748550442938,-0.1452379632361186,0.9207972159211524,-1.2318572028827586,0.6946860228839731,0.7627717302551226,-0.8647215169410367,-1.286392481035303,-9.846948254604948e-4,1.045880599743394,1.041684085464893,1.5063189399312609,-1.3441483609168186,0.3792024349889966
0,2,2,-0.05878527209445882,-0.8642377812367058,0.21935772724962074,0.5374594096744661,-1.1491264107688084,-0.6999158899062614,-0.8647215169410367,1.036663918125515,-0.7043381415830342,-0.6302564460427067,-0.045279311975325635,-0.880959073670624,-1.3441483609168186,-0.39944732884877854
0,1,2,0.6217214793313762,-0.1452379632361186,-0.4820817614219109,0.24257330758159537,-0.9147434742875226,0.5280193961551474,1.4297810045724169,0.2623117850719091,-0.7043381415830342,-0.25574766692225864,-0.5638242870045833,0.7682479122718294,-1.3441483609168186,-1.1780970926865537
